date,open,high,low,close,volume
2019-09-12,6430.0,6570.0,6430.0,6570.0,1856290
2019-09-13,6570.0,6670.0,6510.0,6640.0,2887060
2019-09-16,6640.0,6670.0,6590.0,6640.0,1619720
2019-09-17,6610.0,6650.0,6570.0,6610.0,925880
2019-09-18,6620.0,6770.0,6590.0,6770.0,3957290
2019-09-19,6730.0,6880.0,6730.0,6880.0,2486530
2019-09-20,6880.0,6890.0,6800.0,6860.0,2730910
2019-09-23,6860.0,6960.0,6850.0,6860.0,3619730
2019-09-24,6830.0,6880.0,6800.0,6850.0,1632130
2019-09-25,6830.0,6880.0,6810.0,6860.0,1989490
2019-09-26,6880.0,6960.0,6880.0,6940.0,2507810
2019-09-27,6990.0,7100.0,6940.0,7100.0,3953810
2019-09-30,7150.0,7200.0,7050.0,7070.0,2557340
2019-10-01,7070.0,7180.0,7050.0,7170.0,2565290
2019-10-02,7150.0,7310.0,7130.0,7250.0,6785320
2019-10-03,7210.0,7250.0,7100.0,7250.0,5776630
2019-10-04,7290.0,7290.0,7150.0,7150.0,5301990
2019-10-07,7180.0,7180.0,6940.0,6970.0,6787920
2019-10-08,6970.0,7050.0,6960.0,7050.0,6267420
2019-10-09,7020.0,7100.0,7020.0,7090.0,5862290
2019-10-10,7090.0,7150.0,7090.0,7120.0,4631640
2019-10-11,7170.0,7170.0,7090.0,7090.0,4901190
2019-10-14,7090.0,7150.0,7070.0,7150.0,6297580
2019-10-15,7120.0,7250.0,7120.0,7230.0,3596130
2019-10-16,7230.0,7280.0,7200.0,7230.0,3588970
2019-10-17,7230.0,7230.0,7150.0,7210.0,3383810
2019-10-18,7210.0,7210.0,7050.0,7180.0,5441580
2019-10-21,7050.0,7120.0,6970.0,7050.0,5984800
2019-10-22,7040.0,7050.0,6970.0,7020.0,6452040
2019-10-23,6990.0,7100.0,6940.0,7100.0,5490120
2019-10-24,7090.0,7090.0,6970.0,6990.0,1860430
2019-10-25,7020.0,7050.0,6970.0,7050.0,1523140
2019-10-28,7050.0,7090.0,7040.0,7070.0,1353560
2019-10-29,7090.0,7090.0,6990.0,7020.0,721860
2019-10-30,7020.0,7020.0,6960.0,6990.0,1420070
2019-10-31,7010.0,7010.0,6890.0,6890.0,1355840
2019-11-01,6880.0,6940.0,6810.0,6890.0,2147430
2019-11-04,6930.0,7050.0,6910.0,7050.0,2560810
2019-11-05,7120.0,7150.0,7050.0,7130.0,2840680
2019-11-06,7100.0,7180.0,7070.0,7100.0,1956570
2019-11-07,7120.0,7130.0,7040.0,7050.0,1413420
2019-11-08,7050.0,7130.0,7050.0,7100.0,2231330
2019-11-11,7090.0,7100.0,6970.0,7020.0,1616350
2019-11-12,6990.0,6990.0,6940.0,6940.0,1718900
2019-11-13,6960.0,6970.0,6810.0,6890.0,2355410
2019-11-14,6830.0,6890.0,6730.0,6730.0,2274640
2019-11-15,6750.0,6860.0,6730.0,6860.0,1380960
2019-11-18,6860.0,6860.0,6780.0,6800.0,792340
2019-11-19,6800.0,6830.0,6770.0,6830.0,681940
2019-11-20,6830.0,6830.0,6670.0,6700.0,1165400
2019-11-21,6670.0,6780.0,6410.0,6410.0,3763320
2019-11-22,6510.0,6560.0,6380.0,6480.0,1427400
2019-11-25,6410.0,6510.0,6410.0,6480.0,971910
2019-11-26,6480.0,6560.0,6480.0,6560.0,1466120
2019-11-27,6560.0,6570.0,6490.0,6540.0,811170
2019-11-28,6510.0,6540.0,6410.0,6430.0,1457550
2019-11-29,6400.0,6460.0,6380.0,6460.0,746320
2019-12-02,6410.0,6460.0,6250.0,6250.0,1081350
2019-12-03,6170.0,6240.0,6000.0,6000.0,1407780
2019-12-04,6010.0,6330.0,6010.0,6330.0,1792870
2019-12-05,6280.0,6330.0,6200.0,6280.0,659120
2019-12-06,6200.0,6300.0,6190.0,6280.0,724890
2019-12-09,6240.0,6320.0,6160.0,6220.0,681230
2019-12-10,6220.0,6220.0,6090.0,6110.0,588880
2019-12-11,6120.0,6190.0,6090.0,6170.0,1078520
2019-12-12,6170.0,6320.0,6170.0,6300.0,1210790
2019-12-13,6330.0,6400.0,6300.0,6300.0,971530
2019-12-16,6250.0,6330.0,6170.0,6280.0,1273040
2019-12-17,6320.0,6320.0,6170.0,6190.0,685290
2019-12-18,6160.0,6220.0,6160.0,6170.0,1037840
2019-12-19,6160.0,6190.0,6110.0,6160.0,2009470
2019-12-20,6160.0,6280.0,6140.0,6280.0,1853360
2019-12-23,6280.0,6300.0,6170.0,6200.0,2875410
2019-12-24,6200.0,6220.0,6140.0,6190.0,1781170
2019-12-25,6220.0,6300.0,6220.0,6270.0,1507470
2019-12-26,6270.0,6330.0,6250.0,6320.0,1151860
2019-12-27,6320.0,6330.0,6250.0,6320.0,1797050
2019-12-30,6320.0,6400.0,6320.0,6350.0,2141690
2019-12-31,6350.0,6460.0,6350.0,6410.0,2806420
2020-01-02,6430.0,6640.0,6430.0,6590.0,1721220
2020-01-03,6590.0,6720.0,6530.0,6540.0,1416280
2020-01-06,6460.0,6530.0,6400.0,6400.0,1655410
2020-01-07,6410.0,6530.0,6410.0,6530.0,1298520
2020-01-08,6460.0,6530.0,6380.0,6450.0,2417600
2020-01-09,6510.0,6670.0,6490.0,6650.0,3379270
2020-01-10,6650.0,6830.0,6650.0,6750.0,3102860
2020-01-13,6730.0,6780.0,6610.0,6610.0,1278670
2020-01-14,6640.0,6830.0,6620.0,6780.0,2049630
2020-01-15,6780.0,6960.0,6780.0,6940.0,2024320
2020-01-16,6960.0,7040.0,6940.0,7010.0,2814400
2020-01-17,7040.0,7100.0,6960.0,7020.0,2388200
2020-01-20,6990.0,7210.0,6970.0,7210.0,2478120
2020-01-21,7280.0,7570.0,7250.0,7550.0,5349510
2020-01-22,7500.0,7630.0,7410.0,7570.0,2728060
2020-01-30,7380.0,7500.0,7170.0,7280.0,4277050
2020-01-31,7210.0,7410.0,7200.0,7200.0,4664680
2020-02-03,6940.0,7520.0,6810.0,7250.0,4531780
